id,proba,label
15740,0.13849227130413055,0
38794,0.7019892930984497,1
60792,0.18779127299785614,0
71824,0.06899669021368027,0
4796,0.3494493365287781,0
75310,0.318492591381073,0
63425,0.499001681804657,0
72360,0.5771253108978271,1
17203,0.19566158950328827,0
76803,0.18539343774318695,0
96013,0.1283664107322693,0
78093,0.6306586861610413,1
8179,0.3686915636062622,0
60425,0.3388596177101135,0
68439,0.30220210552215576,0
93602,0.3080240488052368,0
30941,0.3784225285053253,0
13782,0.48379984498023987,0
38902,0.09581019729375839,0
42698,0.21377888321876526,0
71840,0.13574105501174927,0
24890,0.14797846972942352,0
74863,0.34101277589797974,0
9257,0.08467286825180054,0
50921,0.08535011857748032,0
3218,0.12243255972862244,0
20396,0.08076141029596329,0
74895,0.29754334688186646,0
32489,0.4295000731945038,0
2937,0.15539424121379852,0
51379,0.1268204301595688,0
54701,0.38211214542388916,0
32198,0.7686258554458618,1
86423,0.47409725189208984,0
52809,0.45460376143455505,0
60158,0.368283748626709,0
60589,0.2912091016769409,0
43186,0.1802586168050766,0
50498,0.18870627880096436,0
21658,0.13772475719451904,0
96371,0.1521490067243576,0
49873,0.26149603724479675,0
6738,0.2702198624610901,0
19870,0.15629315376281738,0
59604,0.2719203233718872,0
49306,0.6470667123794556,1
8679,0.19229896366596222,0
10536,0.21470245718955994,0
34571,0.15471526980400085,0
40596,0.640467643737793,1
8245,0.2549861967563629,0
4567,0.24637281894683838,0
60837,0.4072462320327759,0
4851,0.282116174697876,0
59482,0.2859729826450348,0
74308,0.3173021078109741,0
12945,0.11925777047872543,0
86302,0.3690207302570343,0
70341,0.09421221911907196,0
42609,0.2634406089782715,0
73964,0.11148850619792938,0
59120,0.1680746227502823,0
24560,0.2549305260181427,0
67209,0.6344895362854004,1
64019,0.5760096907615662,1
8612,0.12963709235191345,0
43925,0.13527818024158478,0
49713,0.151038259267807,0
28069,0.15485841035842896,0
78259,0.13793621957302094,0
60278,0.219449982047081,0
62038,0.19884315133094788,0
60534,0.5008581876754761,1
79160,0.5785362720489502,1
17094,0.19757725298404694,0
32698,0.1284242570400238,0
38601,0.1781751662492752,0
49580,0.7351052761077881,1
52804,0.539513349533081,1
32904,0.11053290218114853,0
12804,0.48322638869285583,0
38125,0.41769903898239136,0
28164,0.19411605596542358,0
93756,0.23799727857112885,0
27103,0.3120505213737488,0
31482,0.21566423773765564,0
68759,0.45233047008514404,0
69743,0.1000499352812767,0
36047,0.14982956647872925,0
52179,0.624925434589386,1
18953,0.13047786056995392,0
8673,0.27860027551651,0
36927,0.2533471882343292,0
72398,0.38542884588241577,0
86259,0.1803968846797943,0
3742,0.6188340783119202,1
23765,0.77040696144104,1
35079,0.28987395763397217,0
70394,0.7749703526496887,1
30519,0.488156795501709,0
69514,0.17186158895492554,0
41082,0.25548431277275085,0
51389,0.19280600547790527,0
58317,0.36910098791122437,0
38569,0.23761440813541412,0
34568,0.4443831741809845,0
79132,0.5114268660545349,1
76019,0.565102219581604,1
67015,0.3027312755584717,0
34218,0.12806619703769684,0
48016,0.5379269123077393,1
29348,0.5263779759407043,1
89701,0.3481660783290863,0
25896,0.20925942063331604,0
68457,0.3420082926750183,0
3485,0.13322418928146362,0
36752,0.6533100605010986,1
51670,0.3304802179336548,0
45367,0.22633640468120575,0
30894,0.2584906816482544,0
53021,0.6685476899147034,1
54738,0.4411746561527252,0
41627,0.3821694850921631,0
21654,0.37871187925338745,0
32149,0.3153347373008728,0
57846,0.41732507944107056,0
68510,0.21968184411525726,0
29035,0.41335809230804443,0
76598,0.1601382941007614,0
78263,0.48074278235435486,0
56243,0.2502194344997406,0
63582,0.5957210659980774,1
60182,0.16376857459545135,0
67518,0.19041669368743896,0
34762,0.31828734278678894,0
58412,0.2922353446483612,0
36104,0.5026485919952393,1
61759,0.11264003068208694,0
47026,0.33962589502334595,0
79142,0.14069530367851257,0
51368,0.1838739812374115,0
15392,0.17506185173988342,0
86930,0.1533208191394806,0
28364,0.32371410727500916,0
96451,0.2884393334388733,0
91570,0.16709041595458984,0
17340,0.1107245534658432,0
1762,0.06512046605348587,0
30915,0.16166725754737854,0
92864,0.21410076320171356,0
92108,0.2225789576768875,0
96057,0.20143958926200867,0
27096,0.33146902918815613,0
46802,0.12306096404790878,0
23879,0.16738374531269073,0
4687,0.2693294286727905,0
82574,0.6034579873085022,1
86320,0.30314406752586365,0
74365,0.22417765855789185,0
49127,0.07908459007740021,0
70653,0.12654763460159302,0
4638,0.23850226402282715,0
98310,0.129592165350914,0
37824,0.4155687987804413,0
1562,0.32961344718933105,0
15324,0.11965818703174591,0
8697,0.37123504281044006,0
85796,0.5280174612998962,1
95203,0.49290674924850464,0
75014,0.12852871417999268,0
69875,0.0743776485323906,0
6453,0.161316379904747,0
95213,0.60460364818573,1
8269,0.5786839127540588,1
25641,0.14149358868598938,0
54982,0.41566652059555054,0
32809,0.2912842929363251,0
72481,0.3917796015739441,0
2567,0.33966371417045593,0
24517,0.41076067090034485,0
81239,0.38342443108558655,0
91625,0.8018912076950073,1
29637,0.5370731353759766,1
90451,0.09650149196386337,0
12493,0.12111932784318924,0
48629,0.08735156059265137,0
46035,0.5837669968605042,1
58437,0.5525677800178528,1
91487,0.2579759955406189,0
98015,0.1310131698846817,0
31672,0.28517651557922363,0
63951,0.28481248021125793,0
54721,0.21123965084552765,0
16735,0.16496743261814117,0
29071,0.4503817558288574,0
71543,0.07351642102003098,0
38579,0.39406564831733704,0
81439,0.519676685333252,1
10746,0.2822668254375458,0
28053,0.7637638449668884,1
20148,0.05754115432500839,0
3985,0.6208019852638245,1
47593,0.28899937868118286,0
75492,0.11262072622776031,0
37496,0.6861063838005066,1
29716,0.19031840562820435,0
71983,0.3468194305896759,0
19284,0.08681432902812958,0
97401,0.2518526315689087,0
52798,0.21669438481330872,0
5819,0.31782588362693787,0
54236,0.3497403860092163,0
78023,0.212126687169075,0
12630,0.19165955483913422,0
78169,0.4596622586250305,0
38097,0.0982896089553833,0
51926,0.07020408660173416,0
67490,0.7179098725318909,1
42895,0.19161422550678253,0
75084,0.43964123725891113,0
18654,0.17746156454086304,0
35627,0.12957239151000977,0
12765,0.06143121421337128,0
47280,0.5457239747047424,1
61748,0.07846179604530334,0
19682,0.19388459622859955,0
53196,0.33292868733406067,0
30624,0.5816159248352051,1
8129,0.21512308716773987,0
74619,0.3398911654949188,0
20198,0.2003917545080185,0
95876,0.06811027228832245,0
96753,0.3042772710323334,0
36792,0.1076987087726593,0
12638,0.25537872314453125,0
7284,0.2855469882488251,0
95421,0.16432902216911316,0
6594,0.1435374617576599,0
45913,0.11744748055934906,0
9174,0.5143525004386902,1
54968,0.5385782122612,1
42530,0.1975146234035492,0
64370,0.09206139296293259,0
42867,0.21854965388774872,0
3612,0.5148013830184937,1
27805,0.16432452201843262,0
14896,0.48312199115753174,0
14579,0.07962504774332047,0
9237,0.1125217080116272,0
30495,0.24775540828704834,0
25316,0.187224879860878,0
20836,0.3237723410129547,0
89371,0.4056987464427948,0
31587,0.5551497340202332,1
41738,0.1769123077392578,0
73612,0.2105882465839386,0
95027,0.10868417471647263,0
60857,0.31193485856056213,0
6432,0.28050029277801514,0
40586,0.39291638135910034,0
96408,0.3488997220993042,0
8769,0.18786197900772095,0
32657,0.24586716294288635,0
93045,0.5067988038063049,1
62754,0.8756017684936523,1
79625,0.17235516011714935,0
83124,0.13308760523796082,0
83567,0.28537270426750183,0
43627,0.5641629099845886,1
65891,0.13415133953094482,0
14890,0.3512362539768219,0
36271,0.26372358202934265,0
67324,0.16250719130039215,0
71250,0.15689094364643097,0
84903,0.13169017434120178,0
60435,0.19989077746868134,0
90187,0.4055870473384857,0
98315,0.19807465374469757,0
73129,0.2629638910293579,0
93810,0.6661807298660278,1
7425,0.19933916628360748,0
80634,0.10163058340549469,0
20958,0.5825246572494507,1
86502,0.2880330979824066,0
7328,0.16442474722862244,0
6731,0.1684548556804657,0
86521,0.8195809721946716,1
12930,0.2047765851020813,0
75431,0.1754695624113083,0
63479,0.15643425285816193,0
95438,0.24801425635814667,0
52193,0.1909535825252533,0
8153,0.30184268951416016,0
26093,0.16137577593326569,0
49205,0.07721839845180511,0
80324,0.43132835626602173,0
34082,0.6294088959693909,1
2183,0.3231702148914337,0
34682,0.23499302566051483,0
38946,0.22918201982975006,0
53067,0.1563866287469864,0
10965,0.1927294135093689,0
78643,0.13362860679626465,0
15749,0.6773235201835632,1
48965,0.2799018919467926,0
75981,0.07559829205274582,0
75128,0.8777133226394653,1
65430,0.5971899032592773,1
27961,0.24336585402488708,0
82193,0.8230295181274414,1
4519,0.4706840515136719,0
59420,0.6424528956413269,1
59063,0.17990170419216156,0
15632,0.33405211567878723,0
25739,0.1341349184513092,0
26590,0.241519495844841,0
31427,0.22937330603599548,0
78502,0.10314235091209412,0
61983,0.23411230742931366,0
63075,0.3888837397098541,0
31509,0.1255245804786682,0
65107,0.39376741647720337,0
71023,0.8079586625099182,1
43256,0.21981416642665863,0
57129,0.2743464410305023,0
39751,0.4006732702255249,0
97642,0.7200111746788025,1
86035,0.44694969058036804,0
79256,0.5583435893058777,1
78146,0.5461853742599487,1
58369,0.11092722415924072,0
53961,0.08556588739156723,0
7934,0.11505076289176941,0
32795,0.1180017739534378,0
31850,0.15879669785499573,0
74069,0.19802285730838776,0
59763,0.11874497681856155,0
60714,0.2512567937374115,0
84135,0.5017300248146057,1
52678,0.22155696153640747,0
1834,0.20932985842227936,0
4957,0.4419708251953125,0
28967,0.1878155916929245,0
65927,0.14160975813865662,0
59874,0.08253868669271469,0
12394,0.18964755535125732,0
62594,0.12921562790870667,0
97185,0.30510708689689636,0
45798,0.059519194066524506,0
2564,0.3872714936733246,0
67410,0.15606893599033356,0
20314,0.18917691707611084,0
97852,0.1437155306339264,0
38169,0.60221266746521,1
54012,0.6706879734992981,1
62415,0.8012149930000305,1
38056,0.3286694884300232,0
65802,0.20152974128723145,0
51738,0.24197827279567719,0
58760,0.09810395538806915,0
43861,0.3179773688316345,0
81329,0.26022112369537354,0
50416,0.3707902431488037,0
71843,0.5912453532218933,1
48957,0.8151326179504395,1
98735,0.09972194582223892,0
72390,0.43918952345848083,0
17263,0.35049140453338623,0
20341,0.29822883009910583,0
32964,0.1629357486963272,0
97241,0.27245521545410156,0
98602,0.33985191583633423,0
50863,0.6319122314453125,1
69375,0.5322211384773254,1
95237,0.3265950083732605,0
59127,0.0855025127530098,0
15387,0.10020798444747925,0
1368,0.4476507604122162,0
39610,0.586632490158081,1
68045,0.16348662972450256,0
1758,0.08336591720581055,0
97012,0.7054312229156494,1
78495,0.35203903913497925,0
76984,0.21031194925308228,0
2879,0.3155217170715332,0
56810,0.544929563999176,1
87549,0.9043806195259094,1
23056,0.08429375290870667,0
53764,0.16681745648384094,0
31928,0.11507794260978699,0
28097,0.15815094113349915,0
76548,0.8390867114067078,1
30428,0.2487913966178894,0
46093,0.18838782608509064,0
12396,0.6866361498832703,1
58613,0.724254310131073,1
49510,0.34769314527511597,0
16798,0.1403435468673706,0
53691,0.11325351148843765,0
37095,0.14582456648349762,0
5962,0.11038549244403839,0
4763,0.07832188159227371,0
30594,0.7703797221183777,1
61835,0.617073655128479,1
36708,0.4786621630191803,0
91403,0.30841249227523804,0
50678,0.7568538188934326,1
34902,0.10156268626451492,0
13649,0.09997627884149551,0
48536,0.10470558702945709,0
94025,0.4803990125656128,0
75416,0.15349379181861877,0
37854,0.17268897593021393,0
31705,0.7146679759025574,1
15023,0.5299888253211975,1
61938,0.21204794943332672,0
62513,0.1482040286064148,0
86301,0.8377083539962769,1
69731,0.17940625548362732,0
75418,0.21326704323291779,0
98365,0.15490974485874176,0
21683,0.6020477414131165,1
57240,0.7995706796646118,1
42659,0.7321749925613403,1
84793,0.09023608267307281,0
8419,0.8444530367851257,1
92315,0.10545635968446732,0
98401,0.4394358694553375,0
84730,0.3925715386867523,0
62107,0.3210797607898712,0
98613,0.2535407543182373,0
26705,0.23919661343097687,0
79150,0.07508584856987,0
85267,0.3341555595397949,0
50794,0.513060450553894,1
72193,0.4031566083431244,0
15302,0.8896364569664001,1
50627,0.24654272198677063,0
34208,0.14989635348320007,0
48063,0.839989423751831,1
12378,0.2828042209148407,0
87432,0.4062146544456482,0
70893,0.1874486207962036,0
53872,0.6981601715087891,1
65803,0.17521178722381592,0
45682,0.30965113639831543,0
75608,0.14617250859737396,0
9461,0.8032551407814026,1
38261,0.0922015830874443,0
17534,0.6437345743179321,1
59836,0.2669316828250885,0
8514,0.11411544680595398,0
64219,0.2220289409160614,0
47652,0.21906262636184692,0
32856,0.1291659027338028,0
5827,0.17425423860549927,0
41027,0.1375364065170288,0
9316,0.8664870262145996,1
61479,0.2802627682685852,0
26084,0.2542721927165985,0
59628,0.5569952726364136,1
29607,0.27234214544296265,0
7315,0.1056252270936966,0
19820,0.6346203088760376,1
1278,0.06080742925405502,0
73851,0.480231910943985,0
98706,0.3834474980831146,0
16382,0.2697107493877411,0
82436,0.259326696395874,0
37890,0.36279433965682983,0
25460,0.21512705087661743,0
94217,0.15859095752239227,0
80314,0.07384464889764786,0
28571,0.906466007232666,1
9436,0.20397596061229706,0
62174,0.1487162858247757,0
37264,0.1931438148021698,0
43795,0.1488768458366394,0
54260,0.34172937273979187,0
78594,0.2708062529563904,0
3562,0.2758410573005676,0
38726,0.18216513097286224,0
29847,0.07113078981637955,0
59076,0.11438506096601486,0
68957,0.10612394660711288,0
79432,0.26885929703712463,0
69820,0.26137179136276245,0
80429,0.22077450156211853,0
96725,0.41993746161460876,0
89473,0.1642126441001892,0
93185,0.32758450508117676,0
14796,0.05614592507481575,0
43897,0.41204264760017395,0
23150,0.5118299126625061,1
40231,0.0997730940580368,0
14876,0.5758787393569946,1
83617,0.2680237293243408,0
91748,0.1933412402868271,0
96124,0.2497931867837906,0
21036,0.20873835682868958,0
68541,0.4438308775424957,0
95608,0.21723493933677673,0
79810,0.07444911450147629,0
83421,0.169953390955925,0
56178,0.5839189887046814,1
67018,0.17339208722114563,0
48769,0.22953879833221436,0
36852,0.5628910660743713,1
37201,0.4100162386894226,0
36970,0.29630181193351746,0
6831,0.24007321894168854,0
96241,0.4724991023540497,0
48302,0.20334970951080322,0
4925,0.2421882450580597,0
4371,0.4545879662036896,0
70645,0.09486469626426697,0
71420,0.87467360496521,1
24601,0.20355431735515594,0
47063,0.5085576772689819,1
43596,0.3114757537841797,0
58976,0.21402963995933533,0
59814,0.5688958168029785,1
86923,0.25815242528915405,0
35704,0.3746955096721649,0
74103,0.3201430141925812,0
86572,0.6944584846496582,1
6154,0.3689289689064026,0
51024,0.8484076857566833,1
18704,0.24654188752174377,0
34016,0.44635865092277527,0
85071,0.1167721301317215,0
76945,0.4256904125213623,0
70698,0.19437678158283234,0
71563,0.3287595212459564,0
29857,0.21778132021427155,0
63017,0.8112307786941528,1
94012,0.4091281592845917,0
4897,0.24064168334007263,0
54187,0.2095584273338318,0
62143,0.5126938819885254,1
9632,0.6496994495391846,1
47590,0.08050157129764557,0
56312,0.1225234866142273,0
93517,0.14969821274280548,0
94051,0.1730785220861435,0
96145,0.3337884247303009,0
63287,0.41049453616142273,0
70234,0.6106167435646057,1
4932,0.20857806503772736,0
18043,0.18711160123348236,0
16745,0.3878012001514435,0
30427,0.782230794429779,1
67539,0.1623067706823349,0
30497,0.4431990385055542,0
78036,0.3710506558418274,0
30246,0.6652967929840088,1
98341,0.13670407235622406,0
74910,0.7994769811630249,1
38952,0.34647268056869507,0
49603,0.19295412302017212,0
81642,0.8900586366653442,1
14056,0.2094227820634842,0
48160,0.1962224394083023,0
37269,0.27067384123802185,0
35726,0.43502721190452576,0
20634,0.20553651452064514,0
20859,0.19386011362075806,0
92843,0.08209462463855743,0
3692,0.1661032736301422,0
50638,0.12523673474788666,0
27369,0.6238839626312256,1
93478,0.11339746415615082,0
37942,0.10486438125371933,0
4632,0.11065389215946198,0
40327,0.24510805308818817,0
81056,0.3472793996334076,0
87206,0.29739105701446533,0
45893,0.4844661056995392,0
82039,0.1492280513048172,0
35972,0.20311912894248962,0
97062,0.7762963771820068,1
97406,0.5993884801864624,1
23516,0.5296826362609863,1
84619,0.08683057874441147,0
14750,0.155190110206604,0
85219,0.06768965721130371,0
60217,0.5002222657203674,1
9216,0.178048238158226,0
4739,0.6001319289207458,1
81549,0.3579651415348053,0
23105,0.41339343786239624,0
75028,0.35068202018737793,0
26981,0.11362309008836746,0
37458,0.4831646680831909,0
70964,0.7485412359237671,1
94163,0.5976516604423523,1
40876,0.16213537752628326,0
12089,0.5389357805252075,1
5431,0.12340568751096725,0
85642,0.29312726855278015,0
70325,0.12725739181041718,0
45196,0.12298133224248886,0
80157,0.23246055841445923,0
70641,0.31306585669517517,0
34502,0.42482560873031616,0
83520,0.11264076828956604,0
67234,0.26083874702453613,0
13574,0.3722037374973297,0
42571,0.1375434547662735,0
51467,0.18281474709510803,0
9786,0.37982890009880066,0
58063,0.7505793571472168,1
89403,0.20332051813602448,0
52896,0.13678252696990967,0
60784,0.3797127902507782,0
70293,0.11312054097652435,0
19623,0.2681269347667694,0
85129,0.6152233481407166,1
61847,0.34094199538230896,0
13259,0.09023910015821457,0
96425,0.23881420493125916,0
7913,0.17109797894954681,0
52397,0.5788897275924683,1
61897,0.08268044888973236,0
64257,0.5284329056739807,1
72618,0.7292801737785339,1
75396,0.15621823072433472,0
83591,0.4946599006652832,0
28165,0.2084580361843109,0
59360,0.7510132789611816,1
52187,0.5561209917068481,1
10642,0.5837443470954895,1
40397,0.11717928200960159,0
52871,0.5708723068237305,1
68529,0.2837451696395874,0
75240,0.1281943917274475,0
7816,0.1139894500374794,0
92358,0.8575554490089417,1
80695,0.27221181988716125,0
89765,0.17391128838062286,0
63195,0.19827499985694885,0
59341,0.4352623522281647,0
87106,0.41310083866119385,0
28543,0.138291135430336,0
94718,0.722878098487854,1
87563,0.15823213756084442,0
87236,0.1488422304391861,0
91648,0.21065905690193176,0
23749,0.1329912394285202,0
53640,0.29785117506980896,0
35478,0.3698139190673828,0
26437,0.14607304334640503,0
29645,0.3908812999725342,0
7352,0.1321718394756317,0
94210,0.1791028529405594,0
63198,0.0752306878566742,0
43976,0.4521956741809845,0
86137,0.14850860834121704,0
59860,0.9008155465126038,1
23967,0.28015509247779846,0
50981,0.5790512561798096,1
90275,0.0806145891547203,0
2934,0.12721702456474304,0
29481,0.1790788769721985,0
58142,0.3586163818836212,0
5192,0.751758873462677,1
49716,0.16436412930488586,0
84750,0.1050669401884079,0
56018,0.09052348881959915,0
